step,best_fitness_media,best_fitness_execucao_1,best_fitness_execucao_2,best_fitness_execucao_3,best_fitness_execucao_4,best_fitness_execucao_5,best_fitness_execucao_6,best_fitness_execucao_7,best_fitness_execucao_8,best_fitness_execucao_9,best_fitness_execucao_10
76,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
77,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
78,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
79,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
80,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
81,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
82,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
83,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
84,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
85,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
86,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
87,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
88,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
89,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
90,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
91,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
92,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
93,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
94,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
95,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
96,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
97,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
98,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
99,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
100,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
101,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
102,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
103,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
104,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
105,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
106,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
107,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
108,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
109,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
110,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
111,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
112,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
113,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
114,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
115,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
116,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
117,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
118,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
119,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
120,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
121,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
122,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
123,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
124,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
125,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
126,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
127,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
128,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
129,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
130,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
131,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
132,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
133,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
134,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
135,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
136,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
137,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
138,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
139,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
140,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
141,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
142,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
143,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
144,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
145,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
146,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
147,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
148,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
149,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
150,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
151,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
152,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
153,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
154,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
155,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
156,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
157,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
158,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
159,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
160,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
161,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
162,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
163,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
164,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
165,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
166,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
167,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
168,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
169,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
170,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
171,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
172,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
173,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
174,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
175,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
176,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
177,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
178,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
179,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
180,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
181,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
182,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
183,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
184,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
185,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
186,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
187,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
188,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
189,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
190,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
191,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
192,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
193,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
194,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
195,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
196,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
197,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
198,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
199,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
200,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
201,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
202,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
203,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
204,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
205,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
206,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
207,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
208,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
209,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
210,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
211,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
212,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
213,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
214,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
215,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
216,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
217,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
218,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
219,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
220,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
221,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
222,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
223,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
224,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
225,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
226,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
227,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
228,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
229,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
230,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
231,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
232,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
233,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
234,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
235,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
236,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
237,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
238,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
239,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
240,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
241,50690.9,50690.0,50693.0,50684.0,50690.0,50694.0,50694.0,50692.0,50688.0,50690.0,50694.0
